Disease ID,Disease Name,Disease Class,associated_gene_id
C0014170,Endometrial Neoplasms,cancer,"10060, 1028, 10772, 1108, 1583, 1634, 1645, 2033, 2099, 2100, 2146, 221895, 2263, 231, 23512, 27030, 2956, 3206, 3207, 3294, 332, 3480, 3576, 406985, 4216, 4524, 4780, 5074, 5241, 5424, 54894, 55294, 55558, 55743, 57016, 5728, 6347, 6405, 64061, 6716, 6770, 6820, 6935, 7422, 7869, 8289, 8405, 8644, 8743, 9021, 999"
C0241910,"Hepatitis, Autoimmune",immune system disease,"229, 2919, 3458, 3558, 3565, 3567, 3569, 3578, 3586, 3596, 3606, 3952, 50616, 6347, 6352, 7040, 716"
C0033578,Prostatic Neoplasms,cancer,"10, 10013, 100188789, 10040, 1012, 10158, 101669767, 10207, 10257, 1026, 10263, 1027, 10333, 10397, 10417, 10439, 10451, 10481, 10499, 10516, 10551, 10587, 10625, 10809, 10857, 10928, 10945, 10948, 10951, 10955, 10961, 11005, 11009, 11176, 11178, 11187, 11200, 114609, 116113, 1191, 12, 1200, 1266, 1312, 1316, 1317, 1365, 1366, 136991, 1387, 1410, 142, 143686, 1465, 1469, 1474, 1488, 1499, 150084, 1508, 1509, 153090, 154, 1543, 1545, 1548, 1557, 1562, 1571, 1576, 1577, 1586, 1588, 1605, 1636, 1647, 1672, 1728, 1775, 1786, 1789, 1902, 1950, 1956, 1958, 196, 2012, 2014, 2052, 2064, 2065, 2068, 207, 2078, 2099, 210, 2100, 2115, 2118, 2146, 2182, 2192, 221895, 222546, 2247, 2255, 2264, 2272, 22853, 2296, 23071, 23197, 23204, 23301, 23382, 23411, 2346, 23476, 23600, 23635, 23671, 23753, 246778, 25792, 25818, 2591, 25932, 26227, 26298, 26499, 2650, 2678, 2690, 2697, 27134, 27173, 27232, 27242, 27294, 2787, 28, 2803, 283237, 2878, 2886, 28999, 29, 2908, 29087, 2923, 2925, 2932, 2938, 2944, 2947, 2950, 2952, 29893, 30008, 301, 3047, 3048, 306, 307, 3091, 3092, 316, 3169, 3171, 3187, 3232, 324, 3248, 3249, 328, 3283, 3284, 3292, 3293, 3303, 3326, 3383, 3399, 347747, 3479, 3486, 3489, 3490, 354, 3557, 3558, 356, 3569, 3576, 3586, 3603, 3606, 3630, 3667, 367, 3690, 3708, 3717, 3728, 373156, 3732, 3817, 384, 389058, 3913, 3915, 3925, 3945, 3952, 3977, 4023, 4036, 406991, 4072, 4074, 408259, 408260, 4158, 4193, 4282, 4292, 43, 4311, 4318, 4322, 4353, 4437, 4477, 4481, 4502, 4507, 4524, 4585, 4601, 4609, 4610, 463, 4669, 467, 4683, 472, 4780, 4782, 4804, 4824, 4846, 4878, 4883, 4925, 4968, 5034, 5054, 5074, 5100, 51084, 51132, 51135, 51181, 51227, 51341, 5144, 5160, 51651, 51655, 5172, 5174, 5176, 5179, 5224, 5273, 5290, 5293, 5328, 5329, 53916, 5396, 540, 5420, 54361, 54363, 54431, 5444, 54535, 5465, 54756, 54790, 55198, 55210, 55256, 5530, 55312, 55577, 5567, 55819, 55827, 55829, 55840, 5590, 5591, 5595, 5610, 5611, 5621, 563, 5652, 56616, 567, 56849, 56924, 57185, 572, 5728, 5743, 5744, 5796, 581, 5859, 5887, 59084, 59344, 595, 596, 6019, 6038, 6041, 60526, 60528, 606293, 6134, 6136, 6185, 619402, 6223, 6237, 6256, 6293, 6296, 632, 6376, 6387, 6414, 64240, 64374, 6462, 64816, 6528, 6541, 655, 6558, 658, 6581, 664, 6648, 6695, 6715, 6716, 672, 6746, 675, 6757, 6768, 6774, 678, 6783, 6790, 6817, 6820, 6822, 6836, 6885, 6916, 6928, 6948, 6950, 7001, 7012, 7015, 7039, 7040, 7048, 7079, 7099, 7100, 7110, 7111, 7113, 7114, 7153, 7157, 7162, 7163, 7164, 7178, 7184, 7185, 7263, 7298, 7352, 7366, 7367, 7371, 7372, 7421, 7422, 7430, 7431, 7432, 7515, 7546, 7704, 7763, 780, 7834, 79574, 796, 79689, 79784, 79807, 7984, 7991, 8000, 8086, 81037, 811, 81567, 8202, 826, 83259, 8339, 83606, 8365, 8379, 8405, 8409, 842, 84519, 84818, 8495, 8537, 8560, 857, 858, 861, 8615, 8644, 8648, 8661, 8667, 8702, 8720, 873, 8743, 8754, 8797, 8804, 8829, 8854, 8895, 8932, 894, 9, 90338, 9080, 9189, 9203, 92105, 928, 93611, 9380, 9420, 9446, 9518, 9538, 9566, 9687, 9709, 9817, 9968, 9985, 999"
C0014175,Endometriosis,reproductive system disease,"100048912, 100188863, 10025, 100506885, 10060, 10090, 10125, 10140, 10154, 10257, 10562, 10628, 10666, 10902, 10924, 11067, 116039, 120892, 121601, 1268, 1368, 1462, 149111, 1528, 1588, 1592, 1604, 1645, 1646, 1655, 1675, 1734, 1839, 1843, 1956, 1994, 2063, 2100, 2192, 2200, 2289, 22943, 23054, 231, 2327, 23327, 23405, 23421, 23428, 2353, 2516, 25802, 25840, 25890, 27063, 2878, 29079, 2908, 29116, 30061, 3065, 3066, 3115, 3164, 3292, 3294, 3371, 3434, 3459, 3479, 3484, 3489, 3516, 3549, 3554, 3575, 3600, 3613, 3620, 3673, 3688, 3696, 374, 3845, 387496, 389558, 3912, 405, 4057, 406991, 4070, 4128, 4129, 4306, 4741, 4916, 5069, 5076, 51191, 5137, 51621, 5167, 5241, 5320, 54206, 54361, 5469, 55959, 5617, 56172, 5618, 5732, 5734, 5737, 5743, 59, 5915, 59350, 5999, 6096, 6414, 6505, 655, 6574, 6715, 6716, 6750, 687, 6876, 7026, 7042, 7067, 715, 7181, 7182, 7200, 79625, 79822, 81501, 8390, 8404, 8614, 8644, 8648, 8801, 8829, 9076, 90865, 9112, 9120, 9134, 9219, 92304, 9282, 9318, 9440, 9547, 9611, 9687, 9953, 9975"
C0021364,Male infertility,reproductive system disease,"10047, 1080, 1543, 1586, 161582, 1636, 1831, 196, 2054, 2099, 217, 23424, 2488, 2516, 2796, 2879, 29102, 3237, 339345, 346562, 367, 387712, 3948, 3972, 3973, 4193, 4524, 4548, 4552, 4846, 4968, 5139, 5428, 5444, 54898, 581, 5887, 596, 6414, 6648, 6795, 7157, 79730, 8085, 83756"
C0848558,Hypospadias,hypospadias,"10046, 11336, 132, 139189, 1768, 23498, 26585, 285740, 285943, 29080, 3200, 3201, 3284, 3778, 463, 467, 60678, 6764, 8887"
C0026764,Multiple Myeloma,cancer,"1010, 1029, 142, 1437, 1440, 170679, 170680, 1728, 1733, 1838, 2052, 2261, 23492, 23495, 23532, 2952, 3105, 3315, 3440, 3569, 3662, 3981, 4170, 4582, 54986, 55892, 5744, 595, 596, 598, 6347, 664, 6648, 6678, 694, 84458, 8701, 942, 9862"
C0014859,Esophageal Neoplasms,cancer,"1012, 1029, 11178, 11197, 11214, 125, 131, 1410, 1440, 148867, 1588, 1592, 1956, 2023, 2064, 217, 220972, 246, 25, 2597, 27030, 27113, 2788, 2810, 2920, 331, 360, 3791, 3958, 406937, 406985, 406991, 4215, 4233, 4323, 4495, 4843, 4846, 50514, 51738, 51741, 5243, 5245, 56475, 5742, 5743, 581, 595, 596, 597, 60, 6049, 6317, 6591, 6648, 6750, 7001, 7048, 7052, 7157, 7168, 7171, 7284, 7345, 7517, 841, 864, 8797, 8856, 9940"
C0015695,Fatty Liver,inherited metabolic disorder,"100313923, 10062, 1051, 123, 1281, 1571, 1588, 2147, 2149, 23411, 26291, 284111, 2875, 2876, 3032, 3087, 3169, 330, 338, 3440, 3576, 3630, 3949, 3952, 406903, 406924, 406931, 406942, 406946, 406952, 406959, 406974, 407040, 412, 4143, 442892, 4547, 4609, 494333, 5054, 51547, 540, 54205, 5443, 5465, 5467, 574434, 574506, 5757, 6514, 664617, 6648, 6720, 7018, 7099, 7124, 7351, 7494, 79661, 80339, 847, 8856, 9420"
C0003469,Anxiety Disorders,cognitive disorder,"10743, 1138, 1141, 1268, 135, 1392, 1394, 1395, 1401, 1786, 1813, 2353, 2555, 2739, 2782, 2918, 3363, 3440, 351, 390275, 4192, 4204, 4282, 4852, 4886, 5020, 5066, 50944, 5265, 594857, 6531, 6532, 7124, 7349, 8320, 9607, 9848"
C0341106,Eosinophilic esophagitis,gastrointestinal system disease,"100302511, 100499167, 10344, 11077, 126917, 1630, 23076, 286046, 440854, 56946, 57576, 57619, 60494, 6778, 7077, 726, 84079, 85480, 8613, 9127"
C0020542,Pulmonary Hypertension,cardiovascular system disease,"10516, 1317, 147381, 1636, 1906, 1910, 23476, 240, 2629, 3091, 3357, 3576, 384, 4015, 406987, 4093, 440275, 4846, 4879, 538, 5592, 6346, 6347, 6532, 659, 6648, 7039, 7124, 7166, 768, 796, 959"
C0030319,Panic Disorder,cognitive disorder,"101927284, 1312, 135, 150, 3630, 387572, 5317, 54549, 57101, 57658, 619493, 677663, 887"
C0022521,Kartagener Syndrome,ciliopathy,"10309, 115948, 123872, 161582, 1767, 1769, 221421, 23639, 25981, 27019, 345643, 345895, 352909, 388389, 51364, 54768, 55036, 55130, 55172, 56683, 64446, 6674, 83544, 83861, 85478, 89765, 92749, 93233"
C0162671,MELAS Syndrome,musculoskeletal system disease,"3552, 3553, 4511, 4514, 4535, 4538, 4540, 4541, 4558, 4567, 4572, 4574, 4719, 6647, 6648"
C0162670,Mitochondrial Myopathies,musculoskeletal system disease,"3552, 3553, 3569, 4553, 4568, 4569, 4578, 50484, 7124, 7416"
C0026603,Motion Sickness,nervous system disease,"101929582, 101929620, 10659, 11281, 131034, 145820, 221935, 22871, 26053, 2820, 29951, 3213, 3232, 53353, 5607, 63976, 9705"
C0005586,Bipolar Disorder,cognitive disorder,"101929054, 102724068, 108, 10814, 10815, 1109, 11320, 1312, 132160, 1463, 149465, 157, 160851, 167681, 1812, 1816, 22854, 23345, 23383, 245, 26011, 27074, 285375, 287015, 288, 2898, 2908, 2917, 2931, 2932, 3356, 341880, 3630, 3697, 3702, 4524, 4729, 4774, 4914, 4915, 51196, 5142, 5265, 5443, 55304, 5649, 5816, 6258, 627, 6285, 6526, 6532, 6616, 6671, 6863, 6869, 6934, 7091, 7222, 7226, 7252, 775, 784, 79703, 79728, 79772, 81562, 84628, 84952, 8650, 8722, 994"
C0040028,"Thrombocythemia, Essential",cancer,"10019, 2247, 3440, 3717, 4352, 5154, 5155, 54790, 7040, 7066, 7157, 811"
C0006111,Brain Diseases,nervous system disease,"10319, 10617, 11277, 1356, 1548, 213, 3456, 3458, 351, 4143, 4353, 4968, 6341, 6505, 7054, 7248, 7249, 7298, 80169, 8635, 8851, 9152"
C0003864,Arthritis,musculoskeletal system disease,"10665, 1280, 1314, 221035, 221037, 3240, 51300, 7538, 79679, 969"
C0038220,Status Epilepticus,nervous system disease,"1000, 10803, 1232, 1236, 1237, 1244, 1268, 1392, 1756, 1965, 2056, 2185, 2353, 2596, 2668, 2826, 288, 2891, 2911, 2915, 3162, 3315, 3557, 361, 3725, 3726, 3727, 3778, 3920, 4208, 4803, 4842, 4843, 488, 4908, 4915, 4916, 55163, 5610, 5743, 57468, 5979, 627, 6334, 6347, 6348, 6546, 6547, 6640, 6714, 6751, 6752, 6753, 6754, 6755, 7124, 729230, 7422, 834, 836, 841, 847, 8566, 8645, 8678, 9451, 958"
C0024299,Lymphoma,cancer,"101928354, 1029, 1030, 10320, 2052, 3845, 386607, 4292, 4524, 4548, 4851, 4893, 4968, 5444, 5728, 5734, 5756, 5880, 64919, 80829, 81345"
C0009375,Colonic Neoplasms,benign neoplasm,"1026, 11156, 1158, 1356, 1410, 143, 1499, 1592, 160728, 1670, 1755, 1786, 1806, 1890, 1956, 2, 2064, 2122, 219, 2203, 23236, 2348, 240, 2520, 2535, 2596, 2641, 27035, 28234, 2949, 2982, 29950, 30011, 3158, 324, 3280, 3306, 3315, 332, 3383, 3399, 3458, 3481, 3484, 3553, 3557, 3604, 3627, 3679, 3725, 3757, 3845, 3952, 4023, 4057, 4129, 4171, 4224, 4288, 430, 4316, 4318, 4321, 4524, 4609, 4790, 4843, 4851, 4953, 5020, 50507, 5071, 5111, 51176, 5121, 5268, 538, 5468, 54739, 553158, 5608, 57381, 5743, 57447, 578, 581, 59, 595, 596, 5970, 5981, 6275, 6280, 6364, 6513, 6566, 6573, 6580, 6648, 6678, 6714, 6774, 6817, 6876, 6934, 6941, 7048, 7124, 7157, 7170, 72, 7298, 7372, 7422, 7490, 781, 80196, 8313, 8434, 8549, 8678, 873, 8743, 8797, 8842, 894, 9235"
C0029463,Osteosarcoma,cancer,"10210, 11174, 11200, 1576, 170691, 1719, 1956, 1965, 2101, 2146, 23476, 2348, 2914, 2950, 3725, 3756, 4015, 406900, 406920, 407050, 4233, 442894, 4486, 4609, 54880, 5925, 5981, 5996, 648, 7001, 7157, 7262, 7422, 8148, 85417, 860, 8792, 8856, 9183"
